4.2379799128688676e-282   +  j * 1.0786785468369468e-78
-1.8052948666481421e-144   +  j * -2.5434419293701930e-79
-2.9009945282813243e+212   +  j * -6.8426378319204652e+284
1.2456213163728853e+91   +  j * -3.2566973685161345e+113
6.7628861130424427e-25   +  j * 8.3001751381214282e+215
-5.3846930732890030e-78   +  j * -3.6802550451043387e-134
-3.0999483796968007e-174   +  j * 6.7789479912552091e-304
-6.4726936194494908e+103   +  j * -1.4319083981571977e-124
2.1022469658819440e-246   +  j * 2.0182241427937244e-07
-1.0158570269541212e-221   +  j * 2.2641176676275164e+135
1.1472744916494872e+75   +  j * 5.6583390003489256e-37
-3.0755072645850038e+284   +  j * 2.8092475172319197e+228
-3.3461354078536375e+100   +  j * -1.7565924934948539e-59
-2.6201788889610662e+175   +  j * -7.4865863845411034e+35
1.7718729805380135e-270   +  j * -3.0614305884967569e-189
4.5132025606267283e-221   +  j * -1.6576259193604909e+231
6.1565295990939369e-23   +  j * 2.4603111780841219e-124
-1.3679084000908155e-201   +  j * -3.0852195078569672e-154
-3.9602839791528271e-107   +  j * 2.8588429484880711e-167
1.1731525665421783e+200   +  j * -3.6054250845551380e+221
-1.5446835313359278e-37   +  j * 9.3312401202990385e+160
-5.6375199351672493e-248   +  j * -1.6566605394739064e+61
-6.2522677465413013e+304   +  j * -3.7840761829958278e+271
-1.1793832087272518e+66   +  j * -1.6124398849100098e+169
-4.3926913948615842e-271   +  j * -5.2716587930976962e-30
1.4965874040166634e+109   +  j * 4.5007614908650344e+141
3.0631915049826622e+252   +  j * 2.2439908644489516e-78
-1.7140296597561812e-133   +  j * 1.4205743926726687e-198
2.0063513029487121e-181   +  j * -1.1362496010070241e+117
1.2389917806500423e-53   +  j * 2.1694011560645133e-254
-1.4460570949135602e-140   +  j * 3.6263910462965301e+48
-5.0284625773524413e-162   +  j * 3.3551856385723531e-167
-4.8504448626760531e-226   +  j * 6.9610329409810128e+298
1.9052098543667982e+95   +  j * 1.5212271667067024e+97
6.6924028073904360e-242   +  j * 1.4164775948603679e+21
1.5101282723630409e-195   +  j * 1.5036372238906721e+209
4.6181996458305417e-175   +  j * -2.1072077783047990e-10
2.5422002883653296e+236   +  j * 1.0243563669611205e+17
7.0342622974460871e+147   +  j * -3.6692684313454844e-75
2.1073082730626637e-240   +  j * 2.7562723311443294e-235
3.6395817294816339e-200   +  j * -1.5773029111540647e+305
5.5877178758457736e+174   +  j * -8.8594322458897707e-41
