-6.7383358101095343e+00   +  j * 1.0718754454323304e-122
-4.5897354593203388e-130   +  j * -5.7650130637087193e-99
-1.0220591423922457e+304   +  j * -4.0264707291109258e+128
1.9795544880052422e+12   +  j * 3.1282885348965510e-253
1.1796002412225919e-136   +  j * -1.3446176932566354e+213
-2.6324342150085235e-82   +  j * 6.5467862825438646e-195
-5.1992601535780831e-38   +  j * -5.4126687177501420e+221
-1.1423443816913897e+200   +  j * 2.3395379921743053e-180
-4.2299289526785356e-114   +  j * -4.0524247036589079e+134
2.7830792878336240e-89   +  j * 2.8161478024835791e+247
1.5527441197196864e+155   +  j * 7.1061294043536827e-308
-6.4233168662711601e-290   +  j * 1.9502135307778846e-211
-1.9743739839561948e+173   +  j * 7.3233333255854256e-187
4.7823278121433343e+267   +  j * 4.7504402309654498e-87
-1.2889300095580519e-276   +  j * 1.7393554054089663e+180
